timestamp,dhi,timeofday,dayofweek,temp,cloud
datetime,int,int,int,int,int
T,,,,,
2019-04-16T15:00:00Z,0,420,1,27.1,0
2019-04-16T16:00:00Z,0,480,1,26.4,0
2019-04-16T17:00:00Z,0,540,1,25.9,0
2019-04-16T18:00:00Z,0,600,1,25.4,0
2019-04-16T19:00:00Z,0,660,1,25,0
2019-04-16T20:00:00Z,0,720,1,24.8,0
2019-04-16T21:00:00Z,0,780,1,24.6,0
2019-04-16T22:00:00Z,3,840,1,25.2,0
2019-04-16T23:00:00Z,66,900,1,26.6,0
2019-04-17T00:00:00Z,113,960,1,28.1,0
2019-04-17T01:00:00Z,180,1020,1,29.2,4.4
2019-04-17T02:00:00Z,372,1080,2,30.2,22.7
2019-04-17T03:00:00Z,453,1140,2,31.1,44.5
2019-04-17T04:00:00Z,330,1200,2,31.7,10
2019-04-17T05:00:00Z,477,1260,2,32,23.4
2019-04-17T06:00:00Z,329,0,2,32.3,12.5
2019-04-17T07:00:00Z,147,60,2,32,0.8
2019-04-17T08:00:00Z,125,120,2,31.2,1.6
2019-04-17T09:00:00Z,104,180,2,30.4,2.7
2019-04-17T10:00:00Z,50,240,2,29.9,14.5
2019-04-17T11:00:00Z,2,300,2,29.6,7.4
2019-04-17T12:00:00Z,0,360,2,29.3,0
2019-04-17T13:00:00Z,0,420,2,28.8,0
2019-04-17T14:00:00Z,0,480,2,28.2,0
2019-04-17T15:00:00Z,0,540,2,27.5,0
2019-04-17T16:00:00Z,0,600,2,27,0
2019-04-17T17:00:00Z,0,660,2,26.6,0
2019-04-17T18:00:00Z,0,720,2,26.2,0
2019-04-17T19:00:00Z,0,780,2,25.8,0
2019-04-17T20:00:00Z,0,840,2,25.5,0
2019-04-17T21:00:00Z,0,900,2,25.2,0
2019-04-17T22:00:00Z,3,960,2,25.7,8.4
2019-04-17T23:00:00Z,79,1020,2,27,27.4
2019-04-18T00:00:00Z,122,1080,2,28.2,1.9
2019-04-18T01:00:00Z,150,1140,2,29.1,1.1
2019-04-18T02:00:00Z,249,1200,2,29.5,7.5
2019-04-18T03:00:00Z,400,1260,2,29.9,18.4
2019-04-18T04:00:00Z,496,0,2,30.2,47.4
2019-04-18T05:00:00Z,510,60,2,30.4,27.2
2019-04-18T06:00:00Z,477,120,2,30.5,33.7
2019-04-18T07:00:00Z,337,180,2,30.2,21
2019-04-18T08:00:00Z,295,240,2,29.4,30.5
2019-04-18T09:00:00Z,140,300,2,28.6,32.1
2019-04-18T10:00:00Z,32,360,2,28.4,61
2019-04-18T11:00:00Z,2,420,2,28.8,20.7
2019-04-18T12:00:00Z,0,480,2,29.3,33.7
2019-04-18T13:00:00Z,0,540,2,29,0.3
2019-04-18T14:00:00Z,0,600,2,28,0
2019-04-18T15:00:00Z,0,660,2,27.1,0
2019-04-18T16:00:00Z,0,720,2,26.4,0
2019-04-18T17:00:00Z,0,780,2,26,0
2019-04-18T18:00:00Z,0,840,2,25.6,0
2019-04-18T19:00:00Z,0,900,2,25.3,0
2019-04-18T20:00:00Z,0,960,2,25.1,0
2019-04-18T21:00:00Z,0,1020,2,24.9,0
2019-04-18T22:00:00Z,4,1080,2,25.5,0
2019-04-18T23:00:00Z,68,1140,2,26.9,0
2019-04-19T00:00:00Z,116,1200,2,28.4,0
2019-04-19T01:00:00Z,138,1260,2,29.5,0
2019-04-19T02:00:00Z,208,0,3,30.3,4.1
2019-04-19T03:00:00Z,390,60,3,31.1,15.9
2019-04-19T04:00:00Z,412,120,3,31.8,15.4
2019-04-19T05:00:00Z,382,180,3,32.3,13.6
2019-04-19T06:00:00Z,347,240,3,32.7,14.1
2019-04-19T07:00:00Z,211,300,3,32.8,6.5
2019-04-19T08:00:00Z,183,360,3,32.4,9.6
2019-04-19T09:00:00Z,159,420,3,32,28.8
2019-04-19T10:00:00Z,64,480,3,31.4,19.2
2019-04-19T11:00:00Z,2,540,3,30.7,0
2019-04-19T12:00:00Z,0,600,3,29.9,0
2019-04-19T13:00:00Z,0,660,3,29,0
2019-04-19T14:00:00Z,0,720,3,27.9,0
2019-04-19T15:00:00Z,0,780,3,26.8,0
2019-04-19T16:00:00Z,0,840,3,26,0
2019-04-19T17:00:00Z,0,900,3,25.5,0
2019-04-19T18:00:00Z,0,960,3,25.1,0
2019-04-19T19:00:00Z,0,1020,3,24.7,0
2019-04-19T20:00:00Z,0,1080,3,24.3,0
2019-04-19T21:00:00Z,0,1140,3,24,0
2019-04-19T22:00:00Z,4,1200,3,24.7,0
2019-04-19T23:00:00Z,69,1260,3,26.3,0
2019-04-20T00:00:00Z,114,0,3,28,0
2019-04-20T01:00:00Z,131,60,3,29.3,0
2019-04-20T02:00:00Z,147,120,3,30.2,0
2019-04-20T03:00:00Z,164,180,3,31.1,0.3
2019-04-20T04:00:00Z,178,240,3,31.9,0.4
2019-04-20T05:00:00Z,185,300,3,32.4,1.4
2019-04-20T06:00:00Z,144,360,3,32.9,0
2019-04-20T07:00:00Z,123,420,3,32.9,0
2019-04-20T08:00:00Z,104,480,3,32.4,0
2019-04-20T09:00:00Z,83,540,3,31.8,0
2019-04-20T10:00:00Z,48,600,3,31.2,5.8
2019-04-20T11:00:00Z,2,660,3,30.5,0
2019-04-20T12:00:00Z,0,720,3,29.8,0
2019-04-20T13:00:00Z,0,780,3,28.8,0
2019-04-20T14:00:00Z,0,840,3,27.7,0
2019-04-20T15:00:00Z,0,900,3,26.5,0
2019-04-20T16:00:00Z,0,960,3,25.7,0
2019-04-20T17:00:00Z,0,1020,3,25.2,0
2019-04-20T18:00:00Z,0,1080,3,24.6,0
2019-04-20T19:00:00Z,0,1140,3,24.3,0
2019-04-20T20:00:00Z,0,1200,3,24.1,0
2019-04-20T21:00:00Z,0,1260,3,23.9,0
2019-04-20T22:00:00Z,5,0,3,24.6,0
2019-04-20T23:00:00Z,69,60,3,26.3,0
2019-04-21T00:00:00Z,114,120,3,27.9,0
2019-04-21T01:00:00Z,136,180,3,29.2,0
2019-04-21T02:00:00Z,154,240,4,30.3,0
2019-04-21T03:00:00Z,172,300,4,31.4,0
2019-04-21T04:00:00Z,218,360,4,32.2,2.3
2019-04-21T05:00:00Z,234,420,4,32.7,3.8
2019-04-21T06:00:00Z,236,480,4,33.3,5.8
2019-04-21T07:00:00Z,208,540,4,33.2,6.4
2019-04-21T08:00:00Z,217,600,4,32.6,13.9
2019-04-21T09:00:00Z,175,660,4,32,27.4
2019-04-21T10:00:00Z,52,720,4,31.4,39.5
2019-04-21T11:00:00Z,2,780,4,30.8,0
2019-04-21T12:00:00Z,0,840,4,30.2,0
2019-04-21T13:00:00Z,0,900,4,29.3,0
2019-04-21T14:00:00Z,0,960,4,28.3,0
2019-04-21T15:00:00Z,0,1020,4,27.2,0
2019-04-21T16:00:00Z,0,1080,4,26.5,0
2019-04-21T17:00:00Z,0,1140,4,26,0
2019-04-21T18:00:00Z,0,1200,4,25.5,0
2019-04-21T19:00:00Z,0,1260,4,25.1,0
2019-04-21T20:00:00Z,0,0,4,24.9,0
2019-04-21T21:00:00Z,0,60,4,24.6,0
2019-04-21T22:00:00Z,5,120,4,25.3,0
2019-04-21T23:00:00Z,70,180,4,27,0
2019-04-22T00:00:00Z,116,240,4,28.6,0
2019-04-22T01:00:00Z,171,300,4,29.8,3.4
2019-04-22T02:00:00Z,348,360,4,30.6,16.9
2019-04-22T03:00:00Z,424,420,4,31.4,18.8
2019-04-22T04:00:00Z,400,480,4,32,14.6
2019-04-22T05:00:00Z,443,540,4,32.5,19.4
2019-04-22T06:00:00Z,387,600,4,32.9,18.1
2019-04-22T07:00:00Z,361,660,4,32.8,23.9
2019-04-22T08:00:00Z,279,720,4,32.1,24.5
2019-04-22T09:00:00Z,184,780,4,31.4,32.7
2019-04-22T10:00:00Z,58,840,4,30.8,33.5
2019-04-22T11:00:00Z,2,900,4,30.1,0
2019-04-22T12:00:00Z,0,960,4,29.5,0
2019-04-22T13:00:00Z,0,1020,4,28.7,0
2019-04-22T14:00:00Z,0,1080,4,27.7,0
2019-04-22T15:00:00Z,0,1140,4,26.7,0
2019-04-22T16:00:00Z,0,1200,4,26,0
2019-04-22T17:00:00Z,0,1260,4,25.6,0
2019-04-22T18:00:00Z,0,0,4,25.3,0
2019-04-22T19:00:00Z,0,60,4,25,0
2019-04-22T20:00:00Z,0,120,4,24.8,0
2019-04-22T21:00:00Z,0,180,4,24.6,0
2019-04-22T22:00:00Z,5,240,4,25.2,0
2019-04-22T23:00:00Z,69,300,4,26.8,0
2019-04-23T00:00:00Z,112,360,4,28.4,0
2019-04-23T01:00:00Z,202,420,4,29.6,14.5
2019-04-23T02:00:00Z,233,480,5,30.5,8.2
2019-04-23T03:00:00Z,215,540,5,31.4,3.7
2019-04-23T04:00:00Z,184,600,5,32,0.6
2019-04-23T05:00:00Z,168,660,5,32.5,0
2019-04-23T06:00:00Z,147,720,5,32.9,0
2019-04-23T07:00:00Z,125,780,5,32.8,0
2019-04-23T08:00:00Z,105,840,5,32.2,0
2019-04-23T09:00:00Z,84,900,5,31.5,0
2019-04-23T10:00:00Z,46,960,5,30.8,2.6
2019-04-23T11:00:00Z,3,1020,5,30.1,0
2019-04-23T12:00:00Z,0,1080,5,29.4,0
2019-04-23T13:00:00Z,0,1140,5,28.6,0
2019-04-23T14:00:00Z,0,1200,5,27.7,0
2019-04-23T15:00:00Z,0,1260,5,26.8,0
2019-04-23T16:00:00Z,0,0,5,26.1,0
2019-04-23T17:00:00Z,0,60,5,25.7,0
2019-04-23T18:00:00Z,0,120,5,25.3,0
2019-04-23T19:00:00Z,0,180,5,25,0
2019-04-23T20:00:00Z,0,240,5,24.6,0
2019-04-23T21:00:00Z,0,300,5,24.3,0
2019-04-23T22:00:00Z,6,360,5,25,0
2019-04-23T23:00:00Z,69,420,5,26.7,0
2019-04-24T00:00:00Z,113,480,5,28.4,0.3
2019-04-24T01:00:00Z,150,540,5,29.7,1.7
2019-04-24T02:00:00Z,213,600,5,30.4,5.2
2019-04-24T03:00:00Z,234,660,5,31.2,4.7
2019-04-24T04:00:00Z,440,720,5,31.8,18.4
2019-04-24T05:00:00Z,306,780,5,32.2,9.2
2019-04-24T06:00:00Z,160,840,5,32.7,0.7
2019-04-24T07:00:00Z,129,900,5,32.6,0
2019-04-24T08:00:00Z,107,960,5,32.1,0
2019-04-24T09:00:00Z,84,1020,5,31.6,0
2019-04-24T10:00:00Z,45,1080,5,31,0
2019-04-24T11:00:00Z,3,1140,5,30.3,0
2019-04-24T12:00:00Z,0,1200,5,29.7,0
2019-04-24T13:00:00Z,0,1260,5,28.9,0
2019-04-24T14:00:00Z,0,0,5,27.9,0
2019-04-24T15:00:00Z,0,60,5,27,0
2019-04-24T16:00:00Z,0,120,5,26.3,0
2019-04-24T17:00:00Z,0,180,5,25.9,0
2019-04-24T18:00:00Z,0,240,5,25.5,0
2019-04-24T19:00:00Z,0,300,5,25.1,0
2019-04-24T20:00:00Z,0,360,5,24.7,0
2019-04-24T21:00:00Z,0,420,5,24.4,0
2019-04-24T22:00:00Z,6,480,5,25,0
2019-04-24T23:00:00Z,67,540,5,26.7,0
2019-04-25T00:00:00Z,103,600,5,28.3,0
2019-04-25T01:00:00Z,118,660,5,29.6,0
2019-04-25T02:00:00Z,133,720,6,30.5,0
2019-04-25T03:00:00Z,148,780,6,31.5,0
2019-04-25T04:00:00Z,162,840,6,32.2,0
2019-04-25T05:00:00Z,157,900,6,32.7,0
2019-04-25T06:00:00Z,137,960,6,33.3,0
2019-04-25T07:00:00Z,118,1020,6,33.3,0
2019-04-25T08:00:00Z,100,1080,6,32.8,0
2019-04-25T09:00:00Z,80,1140,6,32.3,0
2019-04-25T10:00:00Z,45,1200,6,31.7,1.7
2019-04-25T11:00:00Z,3,1260,6,30.8,0
2019-04-25T12:00:00Z,0,0,6,30,0
2019-04-25T13:00:00Z,0,60,6,29,0
2019-04-25T14:00:00Z,0,120,6,27.9,0
2019-04-25T15:00:00Z,0,180,6,26.9,0
2019-04-25T16:00:00Z,0,240,6,26.2,0
2019-04-25T17:00:00Z,0,300,6,25.8,0
2019-04-25T18:00:00Z,0,360,6,25.4,0
2019-04-25T19:00:00Z,0,420,6,25.1,0
2019-04-25T20:00:00Z,0,480,6,24.8,0
2019-04-25T21:00:00Z,0,540,6,24.5,0
2019-04-25T22:00:00Z,6,600,6,25.2,0
2019-04-25T23:00:00Z,68,660,6,26.8,0
2019-04-26T00:00:00Z,104,720,6,28.4,0
2019-04-26T01:00:00Z,129,780,6,29.7,0.4
2019-04-26T02:00:00Z,332,840,6,30.5,16
2019-04-26T03:00:00Z,435,900,6,31.4,20.7
2019-04-26T04:00:00Z,383,960,6,32,14.2
2019-04-26T05:00:00Z,209,1020,6,32.6,3.5
2019-04-26T06:00:00Z,141,1080,6,33.1,0.5
2019-04-26T07:00:00Z,255,1140,6,33.1,12.8
2019-04-26T08:00:00Z,212,1200,6,32.5,14.8
2019-04-26T09:00:00Z,173,1260,6,31.9,42.9
2019-04-26T10:00:00Z,51,0,6,31.2,44.8
2019-04-26T11:00:00Z,3,60,6,30.4,0
2019-04-26T12:00:00Z,0,120,6,29.5,0
2019-04-26T13:00:00Z,0,180,6,28.6,0
2019-04-26T14:00:00Z,0,240,6,27.6,0
2019-04-26T15:00:00Z,0,300,6,26.7,0
2019-04-26T16:00:00Z,0,360,6,26,0
2019-04-26T17:00:00Z,0,420,6,25.5,0
2019-04-26T18:00:00Z,0,480,6,25.1,0
2019-04-26T19:00:00Z,0,540,6,24.7,0
2019-04-26T20:00:00Z,0,600,6,24.4,0
2019-04-26T21:00:00Z,0,660,6,24.2,0
2019-04-26T22:00:00Z,7,720,6,24.9,0
2019-04-26T23:00:00Z,68,780,6,26.5,0
2019-04-27T00:00:00Z,104,840,6,28.2,0
2019-04-27T01:00:00Z,123,900,6,29.5,0
2019-04-27T02:00:00Z,189,960,0,30.5,4.2
2019-04-27T03:00:00Z,165,1020,0,31.4,1
2019-04-27T04:00:00Z,163,1080,0,32.1,0
2019-04-27T05:00:00Z,156,1140,0,32.6,0
2019-04-27T06:00:00Z,136,1200,0,33,0
2019-04-27T07:00:00Z,120,1260,0,32.8,0.5
2019-04-27T08:00:00Z,219,0,0,32.1,20.1
2019-04-27T09:00:00Z,169,60,0,31.4,33.7
2019-04-27T10:00:00Z,44,120,0,30.6,1.3
2019-04-27T11:00:00Z,3,180,0,29.8,0
2019-04-27T12:00:00Z,0,240,0,29,0
2019-04-27T13:00:00Z,0,300,0,28.2,0
2019-04-27T14:00:00Z,0,360,0,27.3,0
2019-04-27T15:00:00Z,0,420,0,26.4,0
2019-04-27T16:00:00Z,0,480,0,25.8,0
2019-04-27T17:00:00Z,0,540,0,25.4,0
2019-04-27T18:00:00Z,0,600,0,24.9,0
2019-04-27T19:00:00Z,0,660,0,24.6,0
2019-04-27T20:00:00Z,0,720,0,24.4,0
2019-04-27T21:00:00Z,0,780,0,24.2,0
2019-04-27T22:00:00Z,7,840,0,24.8,0
2019-04-27T23:00:00Z,71,900,0,26.2,0
2019-04-28T00:00:00Z,112,960,0,27.7,0
2019-04-28T01:00:00Z,132,1020,0,29,0
2019-04-28T02:00:00Z,152,1080,0,30.2,0
2019-04-28T03:00:00Z,168,1140,0,31.4,0
2019-04-28T04:00:00Z,273,1200,0,32.3,6.4
2019-04-28T05:00:00Z,358,1260,0,32.8,60.4
2019-04-28T06:00:00Z,338,0,0,33.3,41.6
2019-04-28T07:00:00Z,338,60,0,33.2,39.7
2019-04-28T08:00:00Z,205,120,0,32.4,58.2
2019-04-28T09:00:00Z,141,180,0,31.7,55.1
2019-04-28T10:00:00Z,57,240,0,30.9,45.3
2019-04-28T11:00:00Z,2,300,0,30.1,29.8
2019-04-28T12:00:00Z,0,360,0,29.3,0
2019-04-28T13:00:00Z,0,420,0,28.5,0
2019-04-28T14:00:00Z,0,480,0,27.6,0
2019-04-28T15:00:00Z,0,540,0,26.7,0
2019-04-28T16:00:00Z,0,600,0,26.2,0
2019-04-28T17:00:00Z,0,660,0,26,0
2019-04-28T18:00:00Z,0,720,0,25.8,1.3
2019-04-28T19:00:00Z,0,780,0,25.6,35.2
2019-04-28T20:00:00Z,0,840,0,25.4,36.4
2019-04-28T21:00:00Z,0,900,0,25.2,42.3
2019-04-28T22:00:00Z,7,960,0,25.7,22.4
2019-04-28T23:00:00Z,74,1020,0,27,3
2019-04-29T00:00:00Z,122,1080,0,28.3,1.1
2019-04-29T01:00:00Z,159,1140,0,29.5,2.6
2019-04-29T02:00:00Z,183,1200,1,30.6,1.9
2019-04-29T03:00:00Z,461,1260,1,31.7,25.4
2019-04-29T04:00:00Z,487,0,1,32.4,48.9
2019-04-29T05:00:00Z,377,60,1,32.7,60.9
2019-04-29T06:00:00Z,459,120,1,33.1,32.3
2019-04-29T07:00:00Z,370,180,1,32.9,24
2019-04-29T08:00:00Z,283,240,1,32.3,35.6
2019-04-29T09:00:00Z,177,300,1,31.7,28.9
2019-04-29T10:00:00Z,61,360,1,31.1,39.6
2019-04-29T11:00:00Z,3,420,1,30.6,28.9
2019-04-29T12:00:00Z,0,480,1,30,0
2019-04-29T13:00:00Z,0,540,1,29.2,0
2019-04-29T14:00:00Z,0,600,1,28.1,0
2019-04-29T15:00:00Z,0,660,1,27.1,0
2019-04-29T16:00:00Z,0,720,1,26.3,0
2019-04-29T17:00:00Z,0,780,1,25.9,0
2019-04-29T18:00:00Z,0,840,1,25.4,0
2019-04-29T19:00:00Z,0,900,1,25,0
2019-04-29T20:00:00Z,0,960,1,24.6,0
2019-04-29T21:00:00Z,0,1020,1,24.3,0
2019-04-29T22:00:00Z,8,1080,1,24.9,0
2019-04-29T23:00:00Z,71,1140,1,26.6,0
2019-04-30T00:00:00Z,111,1200,1,28.2,0
2019-04-30T01:00:00Z,132,1260,1,29.4,0
2019-04-30T02:00:00Z,158,0,1,30.4,0.7
2019-04-30T03:00:00Z,296,60,1,31.3,9.2
2019-04-30T04:00:00Z,446,120,1,32,18.1
2019-04-30T05:00:00Z,343,180,1,32.6,11.4
2019-04-30T06:00:00Z,179,240,1,33.2,2.2
2019-04-30T07:00:00Z,129,300,1,33.2,0
2019-04-30T08:00:00Z,109,360,1,32.7,0
2019-04-30T09:00:00Z,87,420,1,32.3,0
2019-04-30T10:00:00Z,55,480,1,31.6,11
2019-04-30T11:00:00Z,3,540,1,30.9,0
2019-04-30T12:00:00Z,0,600,1,30.2,0
2019-04-30T13:00:00Z,0,660,1,29.4,0
2019-04-30T14:00:00Z,0,720,1,28.6,0
2019-04-30T15:00:00Z,0,780,1,27.8,0
2019-04-30T16:00:00Z,0,840,1,27.3,0
2019-04-30T17:00:00Z,0,900,1,27.1,0
2019-04-30T18:00:00Z,0,960,1,27,0
2019-04-30T19:00:00Z,0,1020,1,26.8,0
2019-04-30T20:00:00Z,0,1080,1,26.6,0
2019-04-30T21:00:00Z,0,1140,1,26.4,0
2019-04-30T22:00:00Z,9,1200,1,26.7,1.2
2019-04-30T23:00:00Z,89,1260,1,27.5,33.6
2019-05-01T00:00:00Z,203,0,1,28.4,41.1
2019-05-01T01:00:00Z,299,60,1,29.4,24.3
2019-05-01T02:00:00Z,270,120,2,30.5,9.5
2019-05-01T03:00:00Z,461,180,2,31.6,24
2019-05-01T04:00:00Z,456,240,2,32.4,20.2
2019-05-01T05:00:00Z,198,300,2,32.9,1.3
2019-05-01T06:00:00Z,297,360,2,33.4,10.5
2019-05-01T07:00:00Z,180,420,2,33.4,3.9
2019-05-01T08:00:00Z,113,480,2,32.9,0
2019-05-01T09:00:00Z,94,540,2,32.4,1.7
2019-05-01T10:00:00Z,61,600,2,31.9,13
2019-05-01T11:00:00Z,3,660,2,31.2,0
2019-05-01T12:00:00Z,0,720,2,30.6,0
2019-05-01T13:00:00Z,0,780,2,29.9,0
2019-05-01T14:00:00Z,0,840,2,29.1,0
2019-05-01T15:00:00Z,0,900,2,28.3,0
2019-05-01T16:00:00Z,0,960,2,27.6,0
2019-05-01T17:00:00Z,0,1020,2,27.1,0
2019-05-01T18:00:00Z,0,1080,2,26.5,0
2019-05-01T19:00:00Z,0,1140,2,26.1,0
2019-05-01T20:00:00Z,0,1200,2,25.8,0
2019-05-01T21:00:00Z,0,1260,2,25.5,0
2019-05-01T22:00:00Z,9,0,2,26.1,0.8
2019-05-01T23:00:00Z,90,60,2,27.5,25.2
2019-05-02T00:00:00Z,119,120,2,28.9,0.1
2019-05-02T01:00:00Z,141,180,2,29.9,0.1
2019-05-02T02:00:00Z,342,240,2,30.5,17.1
2019-05-02T03:00:00Z,447,300,2,31.1,48.7
2019-05-02T04:00:00Z,456,360,2,31.6,22.2
2019-05-02T05:00:00Z,451,420,2,31.9,19.8
2019-05-02T06:00:00Z,267,480,2,32.1,8.2
2019-05-02T07:00:00Z,240,540,2,31.8,9.2
2019-05-02T08:00:00Z,149,600,2,30.9,4.5
2019-05-02T09:00:00Z,141,660,2,30,11.8
2019-05-02T10:00:00Z,62,720,2,29.5,12.4
2019-05-02T11:00:00Z,3,780,2,29.4,0.1
2019-05-02T12:00:00Z,0,840,2,29.2,0
2019-05-02T13:00:00Z,0,900,2,28.6,0
2019-05-02T14:00:00Z,0,960,2,27.4,0
2019-05-02T15:00:00Z,0,1020,2,26.3,0
2019-05-02T16:00:00Z,0,1080,2,25.6,0
2019-05-02T17:00:00Z,0,1140,2,25.2,0
2019-05-02T18:00:00Z,0,1200,2,24.9,0
2019-05-02T19:00:00Z,0,1260,2,24.6,0
2019-05-02T20:00:00Z,0,0,2,24.4,0
2019-05-02T21:00:00Z,0,60,2,24.2,0
2019-05-02T22:00:00Z,9,120,2,24.8,0.1
2019-05-02T23:00:00Z,90,180,2,26.2,9.4
2019-05-03T00:00:00Z,120,240,2,27.6,0.1
2019-05-03T01:00:00Z,189,300,2,28.3,5
2019-05-03T02:00:00Z,357,360,3,28.3,20.5
2019-05-03T03:00:00Z,476,420,3,28.4,29.2
2019-05-03T04:00:00Z,517,480,3,28.5,36.3
2019-05-03T05:00:00Z,375,540,3,28.8,14.1
2019-05-03T06:00:00Z,160,600,3,29.1,0
2019-05-03T07:00:00Z,137,660,3,29.1,0
2019-05-03T08:00:00Z,161,720,3,28.7,8.2
2019-05-03T09:00:00Z,167,780,3,28.4,45.9
2019-05-03T10:00:00Z,50,840,3,28.4,38.5
2019-05-03T11:00:00Z,3,900,3,28.7,0
2019-05-03T12:00:00Z,0,960,3,29,0
2019-05-03T13:00:00Z,0,1020,3,28.5,0
2019-05-03T14:00:00Z,0,1080,3,27.1,0
2019-05-03T15:00:00Z,0,1140,3,25.7,0
2019-05-03T16:00:00Z,0,1200,3,24.9,0
2019-05-03T17:00:00Z,0,1260,3,24.7,0
2019-05-03T18:00:00Z,0,0,3,24.5,0
2019-05-03T19:00:00Z,0,60,3,24.4,0
2019-05-03T20:00:00Z,0,120,3,24.6,0
2019-05-03T21:00:00Z,0,180,3,24.7,0
2019-05-03T22:00:00Z,9,240,3,25.4,0.1
2019-05-03T23:00:00Z,95,300,3,26.6,11.7
2019-05-04T00:00:00Z,132,360,3,27.8,3.9
2019-05-04T01:00:00Z,167,420,3,28.7,2.5
2019-05-04T02:00:00Z,377,480,3,29.2,20.2
2019-05-04T03:00:00Z,491,540,3,29.7,28.4
2019-05-04T04:00:00Z,463,600,3,30,19.6
2019-05-04T05:00:00Z,328,660,3,30.1,9.8
2019-05-04T06:00:00Z,318,720,3,30.2,12.6
2019-05-04T07:00:00Z,154,780,3,29.7,1.3
2019-05-04T08:00:00Z,139,840,3,28.6,3.1
2019-05-04T09:00:00Z,118,900,3,27.5,5.5
2019-05-04T10:00:00Z,56,960,3,27.2,19.9
2019-05-04T11:00:00Z,3,1020,3,27.7,0.1
2019-05-04T12:00:00Z,0,1080,3,28.1,0
2019-05-04T13:00:00Z,0,1140,3,28.1,0
2019-05-04T14:00:00Z,0,1200,3,27.6,0
2019-05-04T15:00:00Z,0,1260,3,27.1,0
2019-05-04T16:00:00Z,0,0,3,26.8,0
2019-05-04T17:00:00Z,0,60,3,26.5,0
2019-05-04T18:00:00Z,0,120,3,26.3,0
2019-05-04T19:00:00Z,0,180,3,26.1,0
2019-05-04T20:00:00Z,0,240,3,26,0
2019-05-04T21:00:00Z,0,300,3,25.9,0
2019-05-04T22:00:00Z,10,360,3,26.3,0.1
2019-05-04T23:00:00Z,77,420,3,27.3,0.9
2019-05-05T00:00:00Z,125,480,3,28.3,0.8
2019-05-05T01:00:00Z,265,540,3,29,14.5
2019-05-05T02:00:00Z,406,600,4,29.5,25.7
2019-05-05T03:00:00Z,385,660,4,29.9,21.5
2019-05-05T04:00:00Z,227,720,4,30,2.3
2019-05-05T05:00:00Z,194,780,4,29.8,0.6
2019-05-05T06:00:00Z,163,840,4,29.6,0
2019-05-05T07:00:00Z,140,900,4,29,0
2019-05-05T08:00:00Z,126,960,4,28.2,1.4
2019-05-05T09:00:00Z,116,1020,4,27.4,6.6
2019-05-05T10:00:00Z,53,1080,4,27.2,41.6
2019-05-05T11:00:00Z,3,1140,4,27.6,5.3
2019-05-05T12:00:00Z,0,1200,4,28,27.1
2019-05-05T13:00:00Z,0,1260,4,27.8,35.1
2019-05-05T14:00:00Z,0,0,4,27,36.8
2019-05-05T15:00:00Z,0,60,4,26.1,37.6
2019-05-05T16:00:00Z,0,120,4,25.6,32.1
2019-05-05T17:00:00Z,0,180,4,25.4,37.8
2019-05-05T18:00:00Z,0,240,4,25.1,39.5
2019-05-05T19:00:00Z,0,300,4,24.9,0.4
2019-05-05T20:00:00Z,0,360,4,24.8,0
2019-05-05T21:00:00Z,0,420,4,24.6,0
2019-05-05T22:00:00Z,8,480,4,25.2,9.4
2019-05-05T23:00:00Z,98,540,4,26.5,26.7
2019-05-06T00:00:00Z,186,600,4,27.8,34.7
2019-05-06T01:00:00Z,298,660,4,28.4,21.6
2019-05-06T02:00:00Z,390,720,4,28.3,44
2019-05-06T03:00:00Z,389,780,4,28.2,21.4
2019-05-06T04:00:00Z,435,840,4,28.1,31.9
2019-05-06T05:00:00Z,174,900,4,28,81.7
2019-05-06T06:00:00Z,6,960,4,27.9,99.3
2019-05-06T07:00:00Z,270,1020,4,27.6,58.6
2019-05-06T08:00:00Z,205,1080,4,27.1,61.5
2019-05-06T09:00:00Z,34,1140,4,26.6,89.3
2019-05-06T10:00:00Z,29,1200,4,26.5,69.2
2019-05-06T11:00:00Z,2,1260,4,26.8,41
2019-05-06T12:00:00Z,0,0,4,27,33.7
2019-05-06T13:00:00Z,0,60,4,26.8,20.6
2019-05-06T14:00:00Z,0,120,4,26.1,37.3
2019-05-06T15:00:00Z,0,180,4,25.4,37.5
2019-05-06T16:00:00Z,0,240,4,25,37.1
2019-05-06T17:00:00Z,0,300,4,24.8,36.9
2019-05-06T18:00:00Z,0,360,4,24.7,35.6
2019-05-06T19:00:00Z,0,420,4,24.6,6.3
2019-05-06T20:00:00Z,0,480,4,24.4,1.9
2019-05-06T21:00:00Z,0,540,4,24.3,16.1
2019-05-06T22:00:00Z,10,600,4,24.8,1.8
2019-05-06T23:00:00Z,92,660,4,26,36
2019-05-07T00:00:00Z,199,720,4,27.2,44.4
2019-05-07T01:00:00Z,263,780,4,28.1,55.4
2019-05-07T02:00:00Z,428,840,5,28.8,34.8
2019-05-07T03:00:00Z,424,900,5,29.5,43.8
2019-05-07T04:00:00Z,507,960,5,29.7,26.6
2019-05-07T05:00:00Z,483,1020,5,29.5,46.5
2019-05-07T06:00:00Z,416,1080,5,29.2,32
2019-05-07T07:00:00Z,196,1140,5,28.8,74.1
2019-05-07T08:00:00Z,151,1200,5,28.2,73.1
2019-05-07T09:00:00Z,97,1260,5,27.7,72.8
2019-05-07T10:00:00Z,31,0,5,27.5,61
