PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2019-04-23T11:00:00Z,2019-04-23T10:00:00Z,PT60M,30.1,76,0.0,22.0,3,8,1,4,33.5,62.0,0.0,994.7,78,4.4,95
2019-04-23T12:00:00Z,2019-04-23T11:00:00Z,PT60M,29.4,71,0.0,22.7,0,0,0,0,32.6,67.6,0.0,995.4,77,3.5,109
2019-04-23T13:00:00Z,2019-04-23T12:00:00Z,PT60M,28.6,65,0.0,23.0,0,0,0,0,32.4,71.9,0.0,996.0,77,3.0,123
2019-04-23T14:00:00Z,2019-04-23T13:00:00Z,PT60M,27.7,55,0.0,22.7,0,0,0,0,32.9,74.6,0.0,996.6,78,2.8,135
2019-04-23T15:00:00Z,2019-04-23T14:00:00Z,PT60M,26.8,38,0.0,22.5,0,0,0,0,33.4,77.5,0.0,997.2,78,2.7,146
2019-04-23T16:00:00Z,2019-04-23T15:00:00Z,PT60M,26.1,12,0.0,22.4,0,0,0,0,33.9,80.0,0.0,997.3,80,2.5,152
2019-04-23T17:00:00Z,2019-04-23T16:00:00Z,PT60M,25.7,-19,0.0,22.5,0,0,0,0,34.4,82.2,0.0,997.1,81,2.4,151
2019-04-23T18:00:00Z,2019-04-23T17:00:00Z,PT60M,25.3,-42,0.0,22.5,0,0,0,0,34.9,84.4,0.0,996.8,83,2.3,144
2019-04-23T19:00:00Z,2019-04-23T18:00:00Z,PT60M,25.0,-57,0.0,22.5,0,0,0,0,35.3,86.3,0.0,996.7,83,2.3,133
2019-04-23T20:00:00Z,2019-04-23T19:00:00Z,PT60M,24.6,-66,0.0,22.5,0,0,0,0,35.5,87.8,0.0,996.6,81,2.2,120
2019-04-23T21:00:00Z,2019-04-23T20:00:00Z,PT60M,24.3,-72,0.0,22.4,0,0,0,0,35.8,89.3,0.0,996.5,80,2.1,107
2019-04-23T22:00:00Z,2019-04-23T21:00:00Z,PT60M,25.0,-77,0.0,22.6,6,15,3,9,35.7,86.8,0.0,996.8,82,2.3,93
2019-04-23T23:00:00Z,2019-04-23T22:00:00Z,PT60M,26.7,-80,0.0,23.1,69,350,83,152,35.3,80.6,0.0,997.3,86,2.8,78
2019-04-24T00:00:00Z,2019-04-23T23:00:00Z,PT60M,28.4,-83,0.3,23.6,113,630,280,393,34.9,75.0,0.0,997.9,89,3.3,64
2019-04-24T01:00:00Z,2019-04-24T00:00:00Z,PT60M,29.7,-86,1.7,23.4,150,724,470,620,35.0,69.2,0.0,998.1,92,3.8,49
2019-04-24T02:00:00Z,2019-04-24T01:00:00Z,PT60M,30.4,-90,5.2,22.7,213,699,571,785,35.6,63.4,0.0,997.9,95,4.4,35
2019-04-24T03:00:00Z,2019-04-24T02:00:00Z,PT60M,31.2,-94,4.7,22.0,234,736,687,921,36.2,58.0,0.0,997.7,97,5.1,20
2019-04-24T04:00:00Z,2019-04-24T03:00:00Z,PT60M,31.8,-124,18.4,21.6,440,410,406,846,36.6,54.8,0.0,997.2,97,5.5,7
2019-04-24T05:00:00Z,2019-04-24T04:00:00Z,PT60M,32.2,108,9.2,21.5,306,641,629,935,36.8,53.2,0.0,996.5,96,5.7,9
2019-04-24T06:00:00Z,2019-04-24T05:00:00Z,PT60M,32.7,93,0.7,21.4,160,856,782,942,37.1,51.7,0.0,995.8,95,5.9,24
2019-04-24T07:00:00Z,2019-04-24T06:00:00Z,PT60M,32.6,89,0.0,21.4,129,853,670,799,37.1,51.8,0.0,995.3,94,6.0,38
2019-04-24T08:00:00Z,2019-04-24T07:00:00Z,PT60M,32.1,86,0.0,21.4,107,801,487,594,36.9,53.4,0.0,994.9,92,6.0,53
2019-04-24T09:00:00Z,2019-04-24T08:00:00Z,PT60M,31.6,83,0.0,21.5,84,681,269,354,36.7,55.1,0.0,994.6,90,5.9,67
2019-04-24T10:00:00Z,2019-04-24T09:00:00Z,PT60M,31.0,79,0.0,21.9,45,348,71,117,36.2,58.4,0.0,994.7,88,5.5,81
2019-04-24T11:00:00Z,2019-04-24T10:00:00Z,PT60M,30.3,76,0.0,22.7,3,8,1,4,35.2,63.6,0.0,995.2,84,4.8,95
2019-04-24T12:00:00Z,2019-04-24T11:00:00Z,PT60M,29.7,71,0.0,23.4,0,0,0,0,34.3,69.3,0.0,995.6,78,4.1,109
2019-04-24T13:00:00Z,2019-04-24T12:00:00Z,PT60M,28.9,64,0.0,23.7,0,0,0,0,33.7,73.6,0.0,996.1,76,3.7,123
2019-04-24T14:00:00Z,2019-04-24T13:00:00Z,PT60M,27.9,54,0.0,23.4,0,0,0,0,33.4,76.3,0.0,996.5,79,3.5,135
2019-04-24T15:00:00Z,2019-04-24T14:00:00Z,PT60M,27.0,38,0.0,23.1,0,0,0,0,33.1,79.2,0.0,997.0,81,3.3,146
2019-04-24T16:00:00Z,2019-04-24T15:00:00Z,PT60M,26.3,12,0.0,22.9,0,0,0,0,32.5,81.6,0.0,997.0,84,3.1,152
2019-04-24T17:00:00Z,2019-04-24T16:00:00Z,PT60M,25.9,-18,0.0,22.9,0,0,0,0,31.6,83.6,0.0,996.6,86,3.0,151
2019-04-24T18:00:00Z,2019-04-24T17:00:00Z,PT60M,25.5,-42,0.0,22.9,0,0,0,0,30.7,85.7,0.0,996.2,88,2.8,144
2019-04-24T19:00:00Z,2019-04-24T18:00:00Z,PT60M,25.1,-57,0.0,22.8,0,0,0,0,29.8,87.2,0.0,995.9,90,2.7,133
2019-04-24T20:00:00Z,2019-04-24T19:00:00Z,PT60M,24.7,-66,0.0,22.6,0,0,0,0,28.8,88.2,0.0,995.8,91,2.6,120
2019-04-24T21:00:00Z,2019-04-24T20:00:00Z,PT60M,24.4,-72,0.0,22.5,0,0,0,0,27.9,89.2,0.0,995.7,93,2.5,106
2019-04-24T22:00:00Z,2019-04-24T21:00:00Z,PT60M,25.0,-76,0.0,22.4,6,17,3,9,27.0,85.6,0.0,995.8,95,2.8,92
2019-04-24T23:00:00Z,2019-04-24T22:00:00Z,PT60M,26.7,-80,0.0,22.5,67,382,91,158,26.1,78.0,0.0,996.1,96,3.3,78
2019-04-25T00:00:00Z,2019-04-24T23:00:00Z,PT60M,28.3,-83,0.0,22.6,103,682,304,407,25.3,71.3,0.0,996.3,97,3.9,64
2019-04-25T01:00:00Z,2019-04-25T00:00:00Z,PT60M,29.6,-86,0.0,22.2,118,820,534,652,24.9,64.6,0.0,996.4,98,4.3,49
2019-04-25T02:00:00Z,2019-04-25T01:00:00Z,PT60M,30.5,-89,0.0,21.4,133,877,718,852,25.0,58.1,0.0,996.3,99,4.3,35
2019-04-25T03:00:00Z,2019-04-25T02:00:00Z,PT60M,31.5,-93,0.0,20.5,148,902,843,991,25.1,52.2,0.0,996.2,100,4.4,20
2019-04-25T04:00:00Z,2019-04-25T03:00:00Z,PT60M,32.2,-121,0.0,20.1,162,904,897,1059,25.6,48.9,0.0,995.8,100,4.3,6
2019-04-25T05:00:00Z,2019-04-25T04:00:00Z,PT60M,32.7,106,0.0,20.1,157,907,893,1049,26.5,47.5,0.0,995.2,98,4.1,9
2019-04-25T06:00:00Z,2019-04-25T05:00:00Z,PT60M,33.3,92,0.0,20.1,137,905,827,965,27.4,46.1,0.0,994.5,97,3.9,24
2019-04-25T07:00:00Z,2019-04-25T06:00:00Z,PT60M,33.3,88,0.0,20.2,118,882,693,811,28.2,46.2,0.0,994.2,95,3.8,38
2019-04-25T08:00:00Z,2019-04-25T07:00:00Z,PT60M,32.8,85,0.0,20.3,100,827,503,603,29.1,47.6,0.0,994.2,91,3.8,53
2019-04-25T09:00:00Z,2019-04-25T08:00:00Z,PT60M,32.3,82,0.0,20.3,80,707,280,360,29.9,49.2,0.0,994.2,88,3.8,67
2019-04-25T10:00:00Z,2019-04-25T09:00:00Z,PT60M,31.7,79,1.7,20.8,45,356,73,118,30.2,52.5,0.0,994.4,88,3.6,81
2019-04-25T11:00:00Z,2019-04-25T10:00:00Z,PT60M,30.8,75,0.0,21.6,3,9,1,4,29.9,57.8,0.0,994.8,91,3.1,95
2019-04-25T12:00:00Z,2019-04-25T11:00:00Z,PT60M,30.0,70,0.0,22.3,0,0,0,0,29.6,63.7,0.0,995.2,95,2.6,109
2019-04-25T13:00:00Z,2019-04-25T12:00:00Z,PT60M,29.0,64,0.0,22.6,0,0,0,0,29.6,68.4,0.0,995.6,98,2.4,123
2019-04-25T14:00:00Z,2019-04-25T13:00:00Z,PT60M,27.9,54,0.0,22.3,0,0,0,0,29.8,71.6,0.0,995.9,99,2.3,135
2019-04-25T15:00:00Z,2019-04-25T14:00:00Z,PT60M,26.9,38,0.0,22.1,0,0,0,0,30.1,75.0,0.0,996.3,99,2.3,145
2019-04-25T16:00:00Z,2019-04-25T15:00:00Z,PT60M,26.2,12,0.0,22.0,0,0,0,0,30.1,77.9,0.0,996.4,100,2.3,152
2019-04-25T17:00:00Z,2019-04-25T16:00:00Z,PT60M,25.8,-18,0.0,22.2,0,0,0,0,29.9,80.4,0.0,996.2,100,2.2,151
2019-04-25T18:00:00Z,2019-04-25T17:00:00Z,PT60M,25.4,-42,0.0,22.3,0,0,0,0,29.8,82.8,0.0,996.1,100,2.2,143
2019-04-25T19:00:00Z,2019-04-25T18:00:00Z,PT60M,25.1,-56,0.0,22.4,0,0,0,0,29.5,85.0,0.0,996.0,99,2.1,132
2019-04-25T20:00:00Z,2019-04-25T19:00:00Z,PT60M,24.8,-65,0.0,22.4,0,0,0,0,29.0,86.7,0.0,996.0,97,2.1,120
2019-04-25T21:00:00Z,2019-04-25T20:00:00Z,PT60M,24.5,-72,0.0,22.5,0,0,0,0,28.6,88.4,0.0,996.0,95,2.0,106
2019-04-25T22:00:00Z,2019-04-25T21:00:00Z,PT60M,25.2,-76,0.0,22.6,6,19,3,10,28.1,85.6,0.0,996.2,93,2.4,92
2019-04-25T23:00:00Z,2019-04-25T22:00:00Z,PT60M,26.8,-80,0.0,22.8,68,386,92,160,27.5,78.8,0.0,996.5,90,3.0,78
2019-04-26T00:00:00Z,2019-04-25T23:00:00Z,PT60M,28.4,-83,0.0,23.0,104,682,305,408,26.9,72.6,0.0,996.9,89,3.7,64
2019-04-26T01:00:00Z,2019-04-26T00:00:00Z,PT60M,29.7,-85,0.4,22.7,129,786,512,641,26.8,66.3,0.0,997.0,88,4.2,49
2019-04-26T02:00:00Z,2019-04-26T01:00:00Z,PT60M,30.5,-88,16.0,21.9,332,463,374,706,27.1,60.0,0.0,996.8,87,4.6,35
2019-04-26T03:00:00Z,2019-04-26T02:00:00Z,PT60M,31.4,-92,20.7,21.0,435,370,347,781,27.4,54.3,0.0,996.6,86,4.9,20
2019-04-26T04:00:00Z,2019-04-26T03:00:00Z,PT60M,32.0,-119,14.2,20.5,383,527,523,906,27.9,50.7,0.0,996.2,85,5.1,6
2019-04-26T05:00:00Z,2019-04-26T04:00:00Z,PT60M,32.6,103,3.5,20.4,209,818,805,1013,28.4,48.8,0.0,995.6,83,5.0,9
2019-04-26T06:00:00Z,2019-04-26T05:00:00Z,PT60M,33.1,91,0.5,20.3,141,899,822,963,29.0,46.9,0.0,994.9,81,4.9,24
2019-04-26T07:00:00Z,2019-04-26T06:00:00Z,PT60M,33.1,88,12.8,20.2,255,579,458,714,29.3,46.7,0.0,994.6,79,4.9,38
2019-04-26T08:00:00Z,2019-04-26T07:00:00Z,PT60M,32.5,85,14.8,20.1,212,502,309,521,29.3,48.0,0.0,994.5,77,5.0,53
2019-04-26T09:00:00Z,2019-04-26T08:00:00Z,PT60M,31.9,82,42.9,20.0,173,97,43,216,29.3,49.4,0.0,994.4,75,5.1,67
2019-04-26T10:00:00Z,2019-04-26T09:00:00Z,PT60M,31.2,79,44.8,20.5,51,40,7,58,28.8,52.8,0.0,994.6,74,4.9,81
2019-04-26T11:00:00Z,2019-04-26T10:00:00Z,PT60M,30.4,75,0.0,21.4,3,9,2,4,27.7,58.7,0.0,995.0,76,4.4,95
2019-04-26T12:00:00Z,2019-04-26T11:00:00Z,PT60M,29.5,70,0.0,22.3,0,0,0,0,26.6,65.1,0.0,995.3,78,3.9,109
2019-04-26T13:00:00Z,2019-04-26T12:00:00Z,PT60M,28.6,63,0.0,22.7,0,0,0,0,26.0,70.4,0.0,995.8,80,3.5,123
2019-04-26T14:00:00Z,2019-04-26T13:00:00Z,PT60M,27.6,53,0.0,22.6,0,0,0,0,25.9,74.2,0.0,996.2,83,3.2,135
2019-04-26T15:00:00Z,2019-04-26T14:00:00Z,PT60M,26.7,37,0.0,22.5,0,0,0,0,25.8,78.2,0.0,996.7,86,2.9,145
2019-04-26T16:00:00Z,2019-04-26T15:00:00Z,PT60M,26.0,12,0.0,22.5,0,0,0,0,25.9,81.4,0.0,996.9,88,2.7,151
2019-04-26T17:00:00Z,2019-04-26T16:00:00Z,PT60M,25.5,-18,0.0,22.6,0,0,0,0,26.0,83.6,0.0,996.8,88,2.5,150
2019-04-26T18:00:00Z,2019-04-26T17:00:00Z,PT60M,25.1,-41,0.0,22.6,0,0,0,0,26.1,86.0,0.0,996.7,88,2.4,143
2019-04-26T19:00:00Z,2019-04-26T18:00:00Z,PT60M,24.7,-56,0.0,22.6,0,0,0,0,26.3,87.7,0.0,996.7,86,2.3,132
2019-04-26T20:00:00Z,2019-04-26T19:00:00Z,PT60M,24.4,-65,0.0,22.5,0,0,0,0,26.5,88.8,0.0,996.8,84,2.3,120
2019-04-26T21:00:00Z,2019-04-26T20:00:00Z,PT60M,24.2,-71,0.0,22.4,0,0,0,0,26.7,90.0,0.0,996.8,81,2.3,106
2019-04-26T22:00:00Z,2019-04-26T21:00:00Z,PT60M,24.9,-76,0.0,22.4,7,21,4,11,26.6,86.4,0.0,997.0,81,2.6,92
2019-04-26T23:00:00Z,2019-04-26T22:00:00Z,PT60M,26.5,-79,0.0,22.5,68,391,94,162,26.2,78.8,0.0,997.3,82,3.2,78
2019-04-27T00:00:00Z,2019-04-26T23:00:00Z,PT60M,28.2,-82,0.0,22.6,104,684,306,410,25.9,72.0,0.0,997.6,83,3.8,64
2019-04-27T01:00:00Z,2019-04-27T00:00:00Z,PT60M,29.5,-85,0.0,22.3,123,805,526,649,26.2,65.2,0.0,997.7,82,4.3,49
2019-04-27T02:00:00Z,2019-04-27T01:00:00Z,PT60M,30.5,-88,4.2,21.4,189,760,622,811,27.3,58.6,0.0,997.5,81,4.8,35
2019-04-27T03:00:00Z,2019-04-27T02:00:00Z,PT60M,31.4,-92,1.0,20.6,165,867,812,977,28.3,52.6,0.0,997.3,80,5.3,20
2019-04-27T04:00:00Z,2019-04-27T03:00:00Z,PT60M,32.1,-116,0.0,20.2,163,901,893,1057,29.1,49.2,0.0,996.9,80,5.6,6
2019-04-27T05:00:00Z,2019-04-27T04:00:00Z,PT60M,32.6,101,0.0,20.1,156,907,893,1049,29.6,48.0,0.0,996.3,80,5.7,9
2019-04-27T06:00:00Z,2019-04-27T05:00:00Z,PT60M,33.0,90,0.0,20.1,136,908,830,965,30.2,46.7,0.0,995.6,80,5.8,24
2019-04-27T07:00:00Z,2019-04-27T06:00:00Z,PT60M,32.8,87,0.5,20.1,120,878,690,810,30.3,47.3,0.0,995.2,80,5.9,38
2019-04-27T08:00:00Z,2019-04-27T07:00:00Z,PT60M,32.1,84,20.1,20.2,219,428,275,495,30.1,49.5,0.0,995.1,79,6.0,53
2019-04-27T09:00:00Z,2019-04-27T08:00:00Z,PT60M,31.4,81,33.7,20.3,169,182,60,229,29.9,51.9,0.0,995.0,79,6.1,67
2019-04-27T10:00:00Z,2019-04-27T09:00:00Z,PT60M,30.6,78,1.3,20.8,44,372,77,121,29.2,55.8,0.0,995.2,79,5.9,81
2019-04-27T11:00:00Z,2019-04-27T10:00:00Z,PT60M,29.8,75,0.0,21.6,3,9,2,4,28.2,61.5,0.0,995.7,79,5.5,95
2019-04-27T12:00:00Z,2019-04-27T11:00:00Z,PT60M,29.0,70,0.0,22.5,0,0,0,0,27.1,67.8,0.0,996.2,78,5.0,109
2019-04-27T13:00:00Z,2019-04-27T12:00:00Z,PT60M,28.2,63,0.0,22.8,0,0,0,0,26.2,72.4,0.0,996.7,78,4.6,122
2019-04-27T14:00:00Z,2019-04-27T13:00:00Z,PT60M,27.3,53,0.0,22.5,0,0,0,0,25.6,75.3,0.0,997.2,79,4.1,135
2019-04-27T15:00:00Z,2019-04-27T14:00:00Z,PT60M,26.4,37,0.0,22.3,0,0,0,0,24.9,78.2,0.0,997.7,79,3.6,145
2019-04-27T16:00:00Z,2019-04-27T15:00:00Z,PT60M,25.8,11,0.0,22.2,0,0,0,0,24.6,80.6,0.0,997.9,79,3.3,151
2019-04-27T17:00:00Z,2019-04-27T16:00:00Z,PT60M,25.4,-18,0.0,22.2,0,0,0,0,24.7,82.6,0.0,997.7,78,3.0,150
2019-04-27T18:00:00Z,2019-04-27T17:00:00Z,PT60M,24.9,-41,0.0,22.2,0,0,0,0,24.7,84.5,0.0,997.6,76,2.8,143
2019-04-27T19:00:00Z,2019-04-27T18:00:00Z,PT60M,24.6,-56,0.0,22.1,0,0,0,0,24.7,85.8,0.0,997.5,76,2.6,132
2019-04-27T20:00:00Z,2019-04-27T19:00:00Z,PT60M,24.4,-65,0.0,22.0,0,0,0,0,24.7,86.4,0.0,997.5,75,2.6,119
2019-04-27T21:00:00Z,2019-04-27T20:00:00Z,PT60M,24.2,-71,0.0,21.9,0,0,0,0,24.7,87.0,0.0,997.5,74,2.6,106
2019-04-27T22:00:00Z,2019-04-27T21:00:00Z,PT60M,24.8,-75,0.0,21.8,7,19,3,11,25.2,83.7,0.0,997.6,72,2.8,92
2019-04-27T23:00:00Z,2019-04-27T22:00:00Z,PT60M,26.2,-79,0.0,21.9,71,365,88,159,26.4,77.2,0.0,997.8,69,3.3,78
2019-04-28T00:00:00Z,2019-04-27T23:00:00Z,PT60M,27.7,-82,0.0,22.0,112,645,290,402,27.5,71.3,0.0,998.0,67,3.8,64
2019-04-28T01:00:00Z,2019-04-28T00:00:00Z,PT60M,29.0,-85,0.0,21.8,132,772,505,638,28.9,65.2,0.0,998.0,69,4.2,49
2019-04-28T02:00:00Z,2019-04-28T01:00:00Z,PT60M,30.2,-87,0.0,21.3,152,828,680,831,30.5,59.0,0.0,997.8,73,4.4,35
2019-04-28T03:00:00Z,2019-04-28T02:00:00Z,PT60M,31.4,-91,0.0,20.8,168,855,800,968,32.2,53.5,0.0,997.5,76,4.8,20
2019-04-28T04:00:00Z,2019-04-28T03:00:00Z,PT60M,32.3,-113,6.4,20.6,273,701,694,968,33.9,50.1,0.0,997.0,79,4.9,6
2019-04-28T05:00:00Z,2019-04-28T04:00:00Z,PT60M,32.8,98,60.4,20.5,358,51,51,409,35.8,48.3,0.0,996.3,81,4.9,9
2019-04-28T06:00:00Z,2019-04-28T05:00:00Z,PT60M,33.3,90,41.6,20.4,338,231,204,542,37.6,46.7,0.0,995.6,84,4.9,24
2019-04-28T07:00:00Z,2019-04-28T06:00:00Z,PT60M,33.2,86,39.7,20.5,338,178,138,476,39.1,47.3,0.0,995.3,84,4.9,38
2019-04-28T08:00:00Z,2019-04-28T07:00:00Z,PT60M,32.4,84,58.2,20.7,205,78,54,258,40.4,50.1,0.0,995.2,82,4.9,53
2019-04-28T09:00:00Z,2019-04-28T08:00:00Z,PT60M,31.7,81,55.1,21.0,141,32,12,153,41.7,53.1,0.0,995.1,81,5.0,67
2019-04-28T10:00:00Z,2019-04-28T09:00:00Z,PT60M,30.9,78,45.3,21.6,57,30,6,63,44.0,57.7,0.0,995.4,79,4.7,81
2019-04-28T11:00:00Z,2019-04-28T10:00:00Z,PT60M,30.1,74,29.8,22.6,2,1,0,2,47.3,64.3,0.0,996.1,78,4.1,95
2019-04-28T12:00:00Z,2019-04-28T11:00:00Z,PT60M,29.3,69,0.0,23.7,0,0,0,0,50.6,71.6,0.0,996.8,77,3.5,109
2019-04-28T13:00:00Z,2019-04-28T12:00:00Z,PT60M,28.5,63,0.0,24.0,0,0,0,0,52.3,76.6,0.0,997.3,76,3.2,122
2019-04-28T14:00:00Z,2019-04-28T13:00:00Z,PT60M,27.6,53,0.0,23.6,0,0,0,0,52.2,79.0,0.0,997.6,77,3.2,135
2019-04-28T15:00:00Z,2019-04-28T14:00:00Z,PT60M,26.7,36,0.0,23.3,0,0,0,0,52.2,81.5,0.0,998.0,78,3.1,145
2019-04-28T16:00:00Z,2019-04-28T15:00:00Z,PT60M,26.2,11,0.0,23.1,0,0,0,0,52.0,83.1,0.0,998.0,79,2.9,151
2019-04-28T17:00:00Z,2019-04-28T16:00:00Z,PT60M,26.0,-18,0.0,23.0,0,0,0,0,51.7,83.9,0.0,997.7,79,2.6,150
2019-04-28T18:00:00Z,2019-04-28T17:00:00Z,PT60M,25.8,-41,1.3,23.0,0,0,0,0,51.4,84.7,0.0,997.4,79,2.3,143
2019-04-28T19:00:00Z,2019-04-28T18:00:00Z,PT60M,25.6,-55,35.2,23.0,0,0,0,0,50.9,85.4,0.0,997.2,78,2.2,132
2019-04-28T20:00:00Z,2019-04-28T19:00:00Z,PT60M,25.4,-64,36.4,22.9,0,0,0,0,50.2,86.2,0.0,997.0,75,2.2,119
2019-04-28T21:00:00Z,2019-04-28T20:00:00Z,PT60M,25.2,-71,42.3,22.8,0,0,0,0,49.4,87.0,0.0,996.7,72,2.1,106
2019-04-28T22:00:00Z,2019-04-28T21:00:00Z,PT60M,25.7,-75,22.4,22.9,7,11,2,9,48.8,84.6,0.0,996.9,75,2.4,92
2019-04-28T23:00:00Z,2019-04-28T22:00:00Z,PT60M,27.0,-79,3.0,23.2,74,333,82,156,48.5,79.5,0.0,997.3,80,3.0,78
2019-04-29T00:00:00Z,2019-04-28T23:00:00Z,PT60M,28.3,-82,1.1,23.4,122,607,272,394,48.1,74.7,0.0,997.7,84,3.6,63
2019-04-29T01:00:00Z,2019-04-29T00:00:00Z,PT60M,29.5,-84,2.6,23.1,159,691,457,616,47.8,68.6,0.0,997.9,87,4.0,49
2019-04-29T02:00:00Z,2019-04-29T01:00:00Z,PT60M,30.6,-87,1.9,22.3,183,762,624,806,47.7,61.5,0.0,997.8,89,4.2,35
2019-04-29T03:00:00Z,2019-04-29T02:00:00Z,PT60M,31.7,-90,25.4,21.6,461,273,253,714,47.5,55.1,0.0,997.7,90,4.5,20
2019-04-29T04:00:00Z,2019-04-29T03:00:00Z,PT60M,32.4,-110,48.9,21.2,487,38,38,524,47.4,51.7,0.0,997.2,90,4.5,6
2019-04-29T05:00:00Z,2019-04-29T04:00:00Z,PT60M,32.7,95,60.9,21.2,377,21,21,398,47.2,50.7,0.0,996.5,88,4.5,9
2019-04-29T06:00:00Z,2019-04-29T05:00:00Z,PT60M,33.1,89,32.3,21.2,459,193,179,638,47.0,49.7,0.0,995.8,86,4.4,24
2019-04-29T07:00:00Z,2019-04-29T06:00:00Z,PT60M,32.9,86,24.0,21.1,370,294,230,600,46.7,49.9,0.0,995.3,84,4.4,38
2019-04-29T08:00:00Z,2019-04-29T07:00:00Z,PT60M,32.3,83,35.6,21.0,283,155,96,379,46.2,51.3,0.0,995.0,80,4.3,52
2019-04-29T09:00:00Z,2019-04-29T08:00:00Z,PT60M,31.7,81,28.9,20.9,177,184,77,254,45.7,52.8,0.0,994.7,77,4.3,67
2019-04-29T10:00:00Z,2019-04-29T09:00:00Z,PT60M,31.1,78,39.6,21.2,61,45,9,70,45.2,55.7,0.0,994.9,75,4.1,81
2019-04-29T11:00:00Z,2019-04-29T10:00:00Z,PT60M,30.6,74,28.9,21.9,3,2,0,3,44.9,60.1,0.0,995.4,74,3.7,95
2019-04-29T12:00:00Z,2019-04-29T11:00:00Z,PT60M,30.0,69,0.0,22.7,0,0,0,0,44.6,64.8,0.0,996.0,74,3.3,109
2019-04-29T13:00:00Z,2019-04-29T12:00:00Z,PT60M,29.2,62,0.0,22.9,0,0,0,0,44.0,68.8,0.0,996.5,75,2.9,122
2019-04-29T14:00:00Z,2019-04-29T13:00:00Z,PT60M,28.1,52,0.0,22.6,0,0,0,0,43.1,71.9,0.0,997.0,77,2.7,134
2019-04-29T15:00:00Z,2019-04-29T14:00:00Z,PT60M,27.1,36,0.0,22.3,0,0,0,0,42.2,75.2,0.0,997.4,81,2.4,145
2019-04-29T16:00:00Z,2019-04-29T15:00:00Z,PT60M,26.3,11,0.0,22.3,0,0,0,0,41.3,78.3,0.0,997.4,85,2.2,150
2019-04-29T17:00:00Z,2019-04-29T16:00:00Z,PT60M,25.9,-18,0.0,22.4,0,0,0,0,40.4,81.0,0.0,997.0,89,2.2,149
2019-04-29T18:00:00Z,2019-04-29T17:00:00Z,PT60M,25.4,-41,0.0,22.5,0,0,0,0,39.5,83.8,0.0,996.6,93,2.1,142
2019-04-29T19:00:00Z,2019-04-29T18:00:00Z,PT60M,25.0,-55,0.0,22.5,0,0,0,0,38.7,86.0,0.0,996.3,95,2.1,132
2019-04-29T20:00:00Z,2019-04-29T19:00:00Z,PT60M,24.6,-64,0.0,22.4,0,0,0,0,38.0,87.4,0.0,996.1,95,2.1,119
2019-04-29T21:00:00Z,2019-04-29T20:00:00Z,PT60M,24.3,-70,0.0,22.3,0,0,0,0,37.3,88.8,0.0,995.9,96,2.1,106
2019-04-29T22:00:00Z,2019-04-29T21:00:00Z,PT60M,24.9,-75,0.0,22.4,8,23,4,12,36.6,85.8,0.0,996.0,94,2.2,92
2019-04-29T23:00:00Z,2019-04-29T22:00:00Z,PT60M,26.6,-78,0.0,22.6,71,378,92,164,35.8,78.9,0.0,996.3,90,2.6,78
2019-04-30T00:00:00Z,2019-04-29T23:00:00Z,PT60M,28.2,-81,0.0,22.8,111,653,295,406,35.1,72.7,0.0,996.7,87,3.1,63
2019-04-30T01:00:00Z,2019-04-30T00:00:00Z,PT60M,29.4,-84,0.0,22.5,132,773,508,640,34.9,66.3,0.0,996.8,88,3.3,49
2019-04-30T02:00:00Z,2019-04-30T01:00:00Z,PT60M,30.4,-86,0.7,21.7,158,814,669,828,35.4,59.8,0.0,996.6,92,3.4,34
2019-04-30T03:00:00Z,2019-04-30T02:00:00Z,PT60M,31.3,-89,9.2,20.8,296,626,584,880,35.8,53.9,0.0,996.4,96,3.6,20
2019-04-30T04:00:00Z,2019-04-30T03:00:00Z,PT60M,32.0,-106,18.1,20.2,446,407,404,849,36.3,49.9,0.0,995.9,99,3.5,6
2019-04-30T05:00:00Z,2019-04-30T04:00:00Z,PT60M,32.6,93,11.4,19.9,343,578,568,911,37.0,47.2,0.0,995.2,101,3.3,9
2019-04-30T06:00:00Z,2019-04-30T05:00:00Z,PT60M,33.2,88,2.2,19.6,179,817,746,925,37.6,44.8,0.0,994.5,104,3.0,24
2019-04-30T07:00:00Z,2019-04-30T06:00:00Z,PT60M,33.2,85,0.0,19.4,129,847,666,795,38.1,44.1,0.0,994.1,105,2.9,38
2019-04-30T08:00:00Z,2019-04-30T07:00:00Z,PT60M,32.7,83,0.0,19.2,109,789,481,590,38.5,45.0,0.0,993.8,104,2.8,52
2019-04-30T09:00:00Z,2019-04-30T08:00:00Z,PT60M,32.3,80,0.0,19.1,87,666,265,351,38.9,45.9,0.0,993.5,102,2.7,67
2019-04-30T10:00:00Z,2019-04-30T09:00:00Z,PT60M,31.6,77,11.0,19.7,55,234,51,106,39.5,49.3,0.0,993.6,101,2.3,81
2019-04-30T11:00:00Z,2019-04-30T10:00:00Z,PT60M,30.9,74,0.0,21.0,3,8,1,4,40.5,55.6,0.0,994.1,98,1.8,95
2019-04-30T12:00:00Z,2019-04-30T11:00:00Z,PT60M,30.2,69,0.0,22.2,0,0,0,0,41.4,62.6,0.0,994.6,92,1.2,109
