PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2019-01-21T02:00:00Z,2019-01-21T01:00:00Z,PT60M,26.5,-132,25.0,20.9,306,274,165,471,48.0,71.2,0.0,998.1,47,7.1,52
2019-01-21T03:00:00Z,2019-01-21T02:00:00Z,PT60M,27.4,-146,22.4,20.7,362,332,245,607,48.4,67.2,0.0,997.9,48,7.6,42
2019-01-21T04:00:00Z,2019-01-21T03:00:00Z,PT60M,27.8,-166,32.7,20.7,438,179,144,583,49.1,65.4,0.0,997.5,49,7.8,36
2019-01-21T05:00:00Z,2019-01-21T04:00:00Z,PT60M,28.0,170,43.9,20.9,423,84,69,492,49.8,65.4,0.0,996.7,50,7.7,36
2019-01-21T06:00:00Z,2019-01-21T05:00:00Z,PT60M,28.1,149,41.9,21.0,405,84,63,468,50.6,65.5,0.0,995.9,51,7.6,41
2019-01-21T07:00:00Z,2019-01-21T06:00:00Z,PT60M,27.8,134,39.5,21.1,335,110,73,408,51.2,66.9,0.0,995.5,51,7.4,50
2019-01-21T08:00:00Z,2019-01-21T07:00:00Z,PT60M,27.3,124,23.2,21.2,188,368,170,358,51.7,69.6,0.0,995.5,51,6.9,61
2019-01-21T09:00:00Z,2019-01-21T08:00:00Z,PT60M,26.7,117,15.7,21.3,118,321,90,208,52.2,72.4,0.0,995.5,50,6.5,74
2019-01-21T10:00:00Z,2019-01-21T09:00:00Z,PT60M,26.4,112,48.3,21.6,25,45,8,33,51.7,74.5,0.0,995.8,50,5.9,87
2019-01-21T11:00:00Z,2019-01-21T10:00:00Z,PT60M,26.4,108,58.9,21.9,0,0,0,0,50.4,76.0,0.0,996.3,49,5.3,101
2019-01-21T12:00:00Z,2019-01-21T11:00:00Z,PT60M,26.4,106,56.0,22.2,0,0,0,0,49.1,77.5,0.0,996.9,49,4.6,114
2019-01-21T13:00:00Z,2019-01-21T12:00:00Z,PT60M,26.1,104,66.9,22.2,0,0,0,0,47.7,79.2,0.0,997.3,49,4.3,128
2019-01-21T14:00:00Z,2019-01-21T13:00:00Z,PT60M,25.4,104,67.0,22.0,0,0,0,0,46.4,81.3,0.0,997.4,49,4.4,142
2019-01-21T15:00:00Z,2019-01-21T14:00:00Z,PT60M,24.8,107,63.8,21.8,0,0,0,0,45.0,83.4,0.0,997.5,49,4.4,156
2019-01-21T16:00:00Z,2019-01-21T15:00:00Z,PT60M,24.4,129,52.5,21.7,0,0,0,0,43.8,85.0,0.0,997.4,48,4.4,169
2019-01-21T17:00:00Z,2019-01-21T16:00:00Z,PT60M,24.1,-142,52.7,21.6,0,0,0,0,42.9,86.1,0.0,997.2,47,4.4,171
2019-01-21T18:00:00Z,2019-01-21T17:00:00Z,PT60M,23.8,-109,50.7,21.6,0,0,0,0,41.9,87.3,0.0,996.9,45,4.4,159
2019-01-21T19:00:00Z,2019-01-21T18:00:00Z,PT60M,23.6,-104,32.7,21.5,0,0,0,0,41.4,88.1,0.0,996.7,44,4.3,145
2019-01-21T20:00:00Z,2019-01-21T19:00:00Z,PT60M,23.4,-104,32.3,21.4,0,0,0,0,41.3,88.6,0.0,996.6,43,4.2,131
2019-01-21T21:00:00Z,2019-01-21T20:00:00Z,PT60M,23.2,-105,52.0,21.3,0,0,0,0,41.1,89.1,0.0,996.5,42,4.2,117
2019-01-21T22:00:00Z,2019-01-21T21:00:00Z,PT60M,23.4,-108,53.1,21.3,0,0,0,0,40.6,87.8,0.0,996.7,41,4.3,103
2019-01-21T23:00:00Z,2019-01-21T22:00:00Z,PT60M,24.1,-111,60.6,21.4,12,6,1,13,39.5,84.9,0.0,997.2,42,4.7,90
2019-01-22T00:00:00Z,2019-01-21T23:00:00Z,PT60M,24.8,-116,28.2,21.5,104,146,42,146,38.5,82.0,0.0,997.7,43,5.1,76
2019-01-22T01:00:00Z,2019-01-22T00:00:00Z,PT60M,25.5,-122,5.9,21.6,135,589,272,407,38.3,79.0,0.0,998.0,43,5.5,64
2019-01-22T02:00:00Z,2019-01-22T01:00:00Z,PT60M,26.1,-131,1.6,21.6,139,789,486,625,38.7,75.9,0.0,998.0,42,6.2,52
2019-01-22T03:00:00Z,2019-01-22T02:00:00Z,PT60M,26.8,-145,26.4,21.6,308,371,266,574,39.2,72.9,0.0,998.0,42,6.8,42
2019-01-22T04:00:00Z,2019-01-22T03:00:00Z,PT60M,27.1,-166,18.1,21.7,321,488,398,719,39.6,72.4,0.0,997.7,42,7.0,36
2019-01-22T05:00:00Z,2019-01-22T04:00:00Z,PT60M,27.0,170,23.2,22.0,374,375,307,680,39.8,74.2,0.0,997.1,43,6.6,35
2019-01-22T06:00:00Z,2019-01-22T05:00:00Z,PT60M,26.8,149,13.0,22.2,263,594,446,709,40.1,76.0,0.0,996.5,44,6.3,41
2019-01-22T07:00:00Z,2019-01-22T06:00:00Z,PT60M,26.6,134,2.0,22.3,126,834,542,668,40.2,77.3,0.0,996.2,44,6.1,50
2019-01-22T08:00:00Z,2019-01-22T07:00:00Z,PT60M,26.2,124,0.4,22.0,97,794,386,483,40.1,77.9,0.0,996.1,44,6.0,61
2019-01-22T09:00:00Z,2019-01-22T08:00:00Z,PT60M,25.8,117,1.7,21.8,76,594,175,252,40.1,78.5,0.0,996.1,44,5.8,74
2019-01-22T10:00:00Z,2019-01-22T09:00:00Z,PT60M,25.7,112,11.4,21.8,28,71,12,40,40.4,79.0,0.0,996.4,44,5.5,87
2019-01-22T11:00:00Z,2019-01-22T10:00:00Z,PT60M,25.9,108,1.4,22.0,0,0,0,0,41.0,79.5,0.0,996.9,44,4.9,100
2019-01-22T12:00:00Z,2019-01-22T11:00:00Z,PT60M,26.0,106,0.0,22.3,0,0,0,0,41.6,79.9,0.0,997.4,44,4.4,114
2019-01-22T13:00:00Z,2019-01-22T12:00:00Z,PT60M,25.7,104,0.0,22.3,0,0,0,0,41.3,81.4,0.0,997.7,44,4.3,128
2019-01-22T14:00:00Z,2019-01-22T13:00:00Z,PT60M,24.9,104,0.0,22.0,0,0,0,0,40.2,84.0,0.0,997.7,44,4.7,142
2019-01-22T15:00:00Z,2019-01-22T14:00:00Z,PT60M,24.0,107,0.0,21.7,0,0,0,0,39.1,86.7,0.0,997.7,44,5.1,156
2019-01-22T16:00:00Z,2019-01-22T15:00:00Z,PT60M,23.6,127,0.0,21.5,0,0,0,0,38.3,88.0,0.0,997.5,44,5.4,170
2019-01-22T17:00:00Z,2019-01-22T16:00:00Z,PT60M,23.4,-141,0.0,21.3,0,0,0,0,37.9,87.9,0.0,997.3,43,5.5,172
2019-01-22T18:00:00Z,2019-01-22T17:00:00Z,PT60M,23.3,-108,0.0,21.1,0,0,0,0,37.4,87.8,0.0,997.0,41,5.6,159
2019-01-22T19:00:00Z,2019-01-22T18:00:00Z,PT60M,23.1,-104,0.0,21.0,0,0,0,0,37.1,87.7,0.0,996.9,41,5.6,145
2019-01-22T20:00:00Z,2019-01-22T19:00:00Z,PT60M,23.0,-104,0.0,20.8,0,0,0,0,36.9,87.6,0.0,996.8,40,5.7,131
2019-01-22T21:00:00Z,2019-01-22T20:00:00Z,PT60M,22.9,-105,0.0,20.7,0,0,0,0,36.7,87.5,0.0,996.8,39,5.8,117
2019-01-22T22:00:00Z,2019-01-22T21:00:00Z,PT60M,23.2,-107,0.0,20.8,0,0,0,0,37.0,86.2,0.0,997.2,39,6.0,103
2019-01-22T23:00:00Z,2019-01-22T22:00:00Z,PT60M,23.9,-111,10.4,21.1,16,20,3,19,37.6,84.0,0.0,997.9,40,6.3,90
2019-01-23T00:00:00Z,2019-01-22T23:00:00Z,PT60M,24.7,-115,20.4,21.4,111,169,43,154,38.3,81.8,0.0,998.7,40,6.7,76
2019-01-23T01:00:00Z,2019-01-23T00:00:00Z,PT60M,25.3,-122,28.0,21.4,212,208,97,310,38.5,78.9,0.0,999.1,42,7.2,63
2019-01-23T02:00:00Z,2019-01-23T01:00:00Z,PT60M,25.9,-131,32.0,21.3,315,187,115,430,38.3,75.4,0.0,999.2,43,7.8,52
2019-01-23T03:00:00Z,2019-01-23T02:00:00Z,PT60M,26.6,-145,24.1,21.1,355,329,243,598,38.0,72.1,0.0,999.2,45,8.5,42
2019-01-23T04:00:00Z,2019-01-23T03:00:00Z,PT60M,27.0,-165,26.1,21.0,412,290,234,645,37.8,69.5,0.0,998.9,46,8.8,36
2019-01-23T05:00:00Z,2019-01-23T04:00:00Z,PT60M,27.3,171,28.0,20.8,417,270,221,637,37.4,67.5,0.0,998.1,48,8.8,35
2019-01-23T06:00:00Z,2019-01-23T05:00:00Z,PT60M,27.7,149,15.2,20.6,298,519,394,692,37.1,65.6,0.0,997.3,49,8.8,40
2019-01-23T07:00:00Z,2019-01-23T06:00:00Z,PT60M,27.5,134,16.2,20.6,256,486,307,563,36.9,66.1,0.0,996.9,50,8.7,49
2019-01-23T08:00:00Z,2019-01-23T07:00:00Z,PT60M,26.8,123,2.7,20.6,117,714,351,468,36.8,68.9,0.0,996.9,52,8.4,61
2019-01-23T09:00:00Z,2019-01-23T08:00:00Z,PT60M,26.1,116,5.1,20.6,87,500,154,241,36.8,71.9,0.0,996.8,53,8.2,73
2019-01-23T10:00:00Z,2019-01-23T09:00:00Z,PT60M,25.6,112,6.4,20.8,29,72,12,41,37.3,74.9,0.0,997.1,54,7.8,87
2019-01-23T11:00:00Z,2019-01-23T10:00:00Z,PT60M,25.3,108,0.0,21.2,0,0,0,0,38.4,77.8,0.0,997.6,54,7.3,100
2019-01-23T12:00:00Z,2019-01-23T11:00:00Z,PT60M,25.1,105,0.0,21.5,0,0,0,0,39.5,80.7,0.0,998.1,55,6.9,114
2019-01-23T13:00:00Z,2019-01-23T12:00:00Z,PT60M,24.7,104,0.0,21.5,0,0,0,0,40.1,82.6,0.0,998.5,55,6.6,128
2019-01-23T14:00:00Z,2019-01-23T13:00:00Z,PT60M,24.2,104,0.0,21.2,0,0,0,0,40.2,83.1,0.0,998.7,54,6.5,142
2019-01-23T15:00:00Z,2019-01-23T14:00:00Z,PT60M,23.7,106,0.0,20.8,0,0,0,0,40.3,83.7,0.0,998.9,53,6.5,156
2019-01-23T16:00:00Z,2019-01-23T15:00:00Z,PT60M,23.4,126,0.0,20.6,0,0,0,0,40.3,84.4,0.0,998.8,53,6.5,170
2019-01-23T17:00:00Z,2019-01-23T16:00:00Z,PT60M,23.2,-141,0.0,20.6,0,0,0,0,40.3,85.0,0.0,998.5,52,6.5,172
2019-01-23T18:00:00Z,2019-01-23T17:00:00Z,PT60M,23.1,-108,0.0,20.6,0,0,0,0,40.2,85.7,0.0,998.1,52,6.6,159
2019-01-23T19:00:00Z,2019-01-23T18:00:00Z,PT60M,22.9,-104,0.0,20.6,0,0,0,0,40.0,86.4,0.0,998.0,52,6.6,145
2019-01-23T20:00:00Z,2019-01-23T19:00:00Z,PT60M,22.8,-104,0.0,20.6,0,0,0,0,39.5,87.1,0.0,998.0,52,6.7,131
2019-01-23T21:00:00Z,2019-01-23T20:00:00Z,PT60M,22.8,-105,1.3,20.6,0,0,0,0,39.0,87.8,0.0,998.0,53,6.7,117
2019-01-23T22:00:00Z,2019-01-23T21:00:00Z,PT60M,23.1,-107,38.3,20.8,0,0,0,0,38.9,86.6,0.0,998.3,52,7.0,103
2019-01-23T23:00:00Z,2019-01-23T22:00:00Z,PT60M,24.0,-111,59.5,21.0,12,7,1,13,39.2,83.5,0.0,998.8,52,7.4,90
2019-01-24T00:00:00Z,2019-01-23T23:00:00Z,PT60M,24.8,-115,21.3,21.2,110,164,43,152,39.5,80.6,0.0,999.4,51,7.9,76
2019-01-24T01:00:00Z,2019-01-24T00:00:00Z,PT60M,25.4,-121,9.9,21.3,165,487,220,384,39.7,78.1,0.0,999.8,52,8.2,63
2019-01-24T02:00:00Z,2019-01-24T01:00:00Z,PT60M,25.9,-131,28.9,21.3,291,257,162,453,39.8,75.8,0.0,999.8,54,8.4,52
2019-01-24T03:00:00Z,2019-01-24T02:00:00Z,PT60M,26.4,-145,25.5,21.3,373,289,215,588,40.0,73.7,0.0,999.9,56,8.6,42
2019-01-24T04:00:00Z,2019-01-24T03:00:00Z,PT60M,26.7,-165,19.7,21.3,375,403,327,702,40.1,72.4,0.0,999.6,57,8.7,36
2019-01-24T05:00:00Z,2019-01-24T04:00:00Z,PT60M,26.8,171,21.2,21.3,367,403,330,697,40.2,72.0,0.0,999.0,58,8.5,35
2019-01-24T06:00:00Z,2019-01-24T05:00:00Z,PT60M,26.9,149,52.8,21.3,327,77,61,387,40.4,71.5,0.0,998.3,59,8.4,40
2019-01-24T07:00:00Z,2019-01-24T06:00:00Z,PT60M,26.7,133,58.0,21.2,271,21,14,285,40.4,71.9,0.0,998.0,60,8.2,49
2019-01-24T08:00:00Z,2019-01-24T07:00:00Z,PT60M,26.2,123,46.7,21.0,225,70,36,260,40.3,73.0,0.0,998.0,60,7.8,61
2019-01-24T09:00:00Z,2019-01-24T08:00:00Z,PT60M,25.7,116,47.8,20.8,120,59,19,139,40.3,74.1,0.0,998.0,60,7.4,73
2019-01-24T10:00:00Z,2019-01-24T09:00:00Z,PT60M,25.6,111,29.4,20.9,22,12,2,24,40.4,75.1,0.0,998.4,60,7.2,87
2019-01-24T11:00:00Z,2019-01-24T10:00:00Z,PT60M,25.8,108,0.0,21.2,0,0,0,0,40.9,76.0,0.0,999.1,61,7.0,100
2019-01-24T12:00:00Z,2019-01-24T11:00:00Z,PT60M,26.0,105,0.0,21.6,0,0,0,0,41.3,76.8,0.0,999.8,63,6.8,114
2019-01-24T13:00:00Z,2019-01-24T12:00:00Z,PT60M,25.7,104,0.0,21.6,0,0,0,0,41.4,78.1,0.0,1000.2,63,6.8,128
2019-01-24T14:00:00Z,2019-01-24T13:00:00Z,PT60M,25.0,103,0.0,21.3,0,0,0,0,41.2,79.7,0.0,1000.3,63,6.8,142
2019-01-24T15:00:00Z,2019-01-24T14:00:00Z,PT60M,24.3,106,0.0,20.9,0,0,0,0,40.9,81.4,0.0,1000.4,63,6.8,156
2019-01-24T16:00:00Z,2019-01-24T15:00:00Z,PT60M,23.9,125,0.0,20.7,0,0,0,0,40.6,82.5,0.0,1000.2,63,6.8,170
2019-01-24T17:00:00Z,2019-01-24T16:00:00Z,PT60M,23.7,-140,0.0,20.7,0,0,0,0,40.3,82.9,0.0,999.8,62,6.7,172
2019-01-24T18:00:00Z,2019-01-24T17:00:00Z,PT60M,23.6,-107,0.0,20.6,0,0,0,0,39.9,83.4,0.0,999.5,62,6.6,160
2019-01-24T19:00:00Z,2019-01-24T18:00:00Z,PT60M,23.5,-103,0.0,20.6,0,0,0,0,39.5,83.9,0.0,999.3,62,6.5,146
2019-01-24T20:00:00Z,2019-01-24T19:00:00Z,PT60M,23.3,-103,0.0,20.6,0,0,0,0,39.0,84.6,0.0,999.3,61,6.4,131
2019-01-24T21:00:00Z,2019-01-24T20:00:00Z,PT60M,23.2,-105,1.2,20.6,0,0,0,0,38.5,85.3,0.0,999.2,60,6.3,117
2019-01-24T22:00:00Z,2019-01-24T21:00:00Z,PT60M,23.5,-107,33.8,20.7,0,0,0,0,38.2,84.2,0.0,999.6,61,6.4,103
2019-01-24T23:00:00Z,2019-01-24T22:00:00Z,PT60M,24.3,-110,37.8,21.0,12,7,1,14,38.1,81.6,0.0,1000.2,62,6.6,90
2019-01-25T00:00:00Z,2019-01-24T23:00:00Z,PT60M,25.1,-115,24.0,21.2,105,108,24,129,38.0,79.1,0.0,1000.8,62,6.8,76
2019-01-25T01:00:00Z,2019-01-25T00:00:00Z,PT60M,25.7,-121,44.5,21.1,209,49,22,231,37.9,75.7,0.0,1001.1,63,7.2,63
2019-01-25T02:00:00Z,2019-01-25T01:00:00Z,PT60M,26.3,-130,24.2,20.8,283,315,192,475,37.8,71.5,0.0,1001.0,64,7.6,52
2019-01-25T03:00:00Z,2019-01-25T02:00:00Z,PT60M,27.0,-145,39.3,20.4,390,117,87,477,37.6,67.5,0.0,1001.0,65,8.1,42
2019-01-25T04:00:00Z,2019-01-25T03:00:00Z,PT60M,27.3,-165,62.6,20.3,292,42,33,326,37.5,65.5,0.0,1000.6,66,8.3,35
2019-01-25T05:00:00Z,2019-01-25T04:00:00Z,PT60M,27.4,171,76.3,20.3,208,4,3,211,37.4,65.2,0.0,999.9,66,8.0,35
2019-01-25T06:00:00Z,2019-01-25T05:00:00Z,PT60M,27.6,149,57.7,20.4,277,88,64,341,37.2,65.0,0.0,999.2,66,7.8,40
2019-01-25T07:00:00Z,2019-01-25T06:00:00Z,PT60M,27.3,133,19.2,20.4,271,423,284,555,36.9,65.9,0.0,998.9,66,7.6,49
2019-01-25T08:00:00Z,2019-01-25T07:00:00Z,PT60M,26.7,123,18.3,20.3,202,391,198,400,36.2,68.1,0.0,999.0,66,7.3,60
2019-01-25T09:00:00Z,2019-01-25T08:00:00Z,PT60M,26.0,116,17.0,20.2,116,313,98,214,35.6,70.4,0.0,999.1,67,7.1,73
2019-01-25T10:00:00Z,2019-01-25T09:00:00Z,PT60M,25.7,111,13.5,20.4,29,40,7,36,34.7,72.6,0.0,999.5,67,6.6,86
2019-01-25T11:00:00Z,2019-01-25T10:00:00Z,PT60M,25.6,108,0.0,20.8,0,0,0,0,33.5,74.8,0.0,1000.3,67,6.0,100
2019-01-25T12:00:00Z,2019-01-25T11:00:00Z,PT60M,25.5,105,0.0,21.2,0,0,0,0,32.4,77.0,0.0,1001.0,66,5.4,114
2019-01-25T13:00:00Z,2019-01-25T12:00:00Z,PT60M,25.1,103,0.0,21.1,0,0,0,0,31.8,78.4,0.0,1001.5,66,5.1,128
2019-01-25T14:00:00Z,2019-01-25T13:00:00Z,PT60M,24.3,103,0.0,20.4,0,0,0,0,31.6,78.9,0.0,1001.7,65,5.0,142
2019-01-25T15:00:00Z,2019-01-25T14:00:00Z,PT60M,23.6,105,0.0,19.8,0,0,0,0,31.4,79.5,0.0,1001.9,64,5.0,156
2019-01-25T16:00:00Z,2019-01-25T15:00:00Z,PT60M,23.1,123,0.0,19.5,0,0,0,0,31.1,80.3,0.0,1001.8,63,4.9,170
2019-01-25T17:00:00Z,2019-01-25T16:00:00Z,PT60M,22.9,-139,0.0,19.5,0,0,0,0,30.7,81.2,0.0,1001.5,63,4.8,172
2019-01-25T18:00:00Z,2019-01-25T17:00:00Z,PT60M,22.6,-106,0.0,19.5,0,0,0,0,30.3,82.2,0.0,1001.2,62,4.7,160
2019-01-25T19:00:00Z,2019-01-25T18:00:00Z,PT60M,22.4,-103,0.0,19.4,0,0,0,0,29.8,83.3,0.0,1001.0,62,4.6,146
2019-01-25T20:00:00Z,2019-01-25T19:00:00Z,PT60M,22.2,-103,0.0,19.4,0,0,0,0,29.3,84.4,0.0,1000.8,61,4.6,131
2019-01-25T21:00:00Z,2019-01-25T20:00:00Z,PT60M,22.0,-104,0.0,19.4,0,0,0,0,28.7,85.6,0.0,1000.7,60,4.6,117
2019-01-25T22:00:00Z,2019-01-25T21:00:00Z,PT60M,22.3,-107,0.0,19.6,0,0,0,0,28.5,84.6,0.0,1000.8,60,5.0,103
2019-01-25T23:00:00Z,2019-01-25T22:00:00Z,PT60M,23.3,-110,8.6,19.9,14,17,3,17,28.6,81.4,0.0,1001.1,61,5.8,90
2019-01-26T00:00:00Z,2019-01-25T23:00:00Z,PT60M,24.2,-115,50.3,20.2,87,28,7,94,28.6,78.4,0.0,1001.4,62,6.7,76
2019-01-26T01:00:00Z,2019-01-26T00:00:00Z,PT60M,25.0,-121,57.5,20.2,174,24,12,186,28.7,74.8,0.0,1001.6,63,7.3,63
2019-01-26T02:00:00Z,2019-01-26T01:00:00Z,PT60M,25.6,-130,31.2,19.9,298,230,145,444,28.9,70.6,0.0,1001.6,63,7.8,51
2019-01-26T03:00:00Z,2019-01-26T02:00:00Z,PT60M,26.2,-144,46.6,19.6,378,69,53,431,29.0,66.7,0.0,1001.6,64,8.2,42
2019-01-26T04:00:00Z,2019-01-26T03:00:00Z,PT60M,26.6,-165,68.0,19.4,264,24,19,283,29.2,64.5,0.0,1001.3,64,8.5,35
2019-01-26T05:00:00Z,2019-01-26T04:00:00Z,PT60M,26.7,171,61.8,19.3,302,49,40,342,29.4,63.9,0.0,1000.7,65,8.5,35
2019-01-26T06:00:00Z,2019-01-26T05:00:00Z,PT60M,26.8,149,49.6,19.2,362,75,59,420,29.7,63.3,0.0,1000.1,65,8.4,40
2019-01-26T07:00:00Z,2019-01-26T06:00:00Z,PT60M,26.4,133,19.9,19.1,263,448,286,549,29.7,64.2,0.0,999.8,65,8.4,49
2019-01-26T08:00:00Z,2019-01-26T07:00:00Z,PT60M,25.7,123,27.9,19.1,216,282,135,351,29.6,66.8,0.0,999.9,65,8.2,60
2019-01-26T09:00:00Z,2019-01-26T08:00:00Z,PT60M,25.0,116,28.1,19.0,105,275,96,201,29.5,69.5,0.0,1000.0,65,8.1,73
2019-01-26T10:00:00Z,2019-01-26T09:00:00Z,PT60M,24.6,111,28.5,19.1,20,18,3,23,29.5,71.7,0.0,1000.3,66,7.7,86
2019-01-26T11:00:00Z,2019-01-26T10:00:00Z,PT60M,24.5,107,0.0,19.4,0,0,0,0,29.6,73.2,0.0,1000.9,68,7.3,100
2019-01-26T12:00:00Z,2019-01-26T11:00:00Z,PT60M,24.3,105,0.0,19.6,0,0,0,0,29.7,74.8,0.0,1001.5,70,6.8,114
2019-01-26T13:00:00Z,2019-01-26T12:00:00Z,PT60M,24.0,103,0.0,19.4,0,0,0,0,29.5,75.7,0.0,1001.9,71,6.6,128
2019-01-26T14:00:00Z,2019-01-26T13:00:00Z,PT60M,23.4,102,0.0,18.9,0,0,0,0,29.2,75.8,0.0,1002.2,70,6.5,142
2019-01-26T15:00:00Z,2019-01-26T14:00:00Z,PT60M,22.8,104,0.0,18.4,0,0,0,0,28.8,75.9,0.0,1002.4,70,6.4,156
2019-01-26T16:00:00Z,2019-01-26T15:00:00Z,PT60M,22.4,122,0.0,18.0,0,0,0,0,28.5,76.2,0.0,1002.5,69,6.3,170
2019-01-26T17:00:00Z,2019-01-26T16:00:00Z,PT60M,22.2,-139,0.0,17.9,0,0,0,0,28.4,76.6,0.0,1002.4,68,6.3,172
2019-01-26T18:00:00Z,2019-01-26T17:00:00Z,PT60M,22.0,-106,0.0,17.8,0,0,0,0,28.2,77.1,0.0,1002.2,68,6.2,160
2019-01-26T19:00:00Z,2019-01-26T18:00:00Z,PT60M,21.8,-102,0.0,17.7,0,0,0,0,27.9,77.5,0.0,1002.1,67,6.2,146
2019-01-26T20:00:00Z,2019-01-26T19:00:00Z,PT60M,21.7,-103,0.0,17.7,0,0,0,0,27.5,78.0,0.0,1002.0,66,6.2,131
2019-01-26T21:00:00Z,2019-01-26T20:00:00Z,PT60M,21.5,-104,0.0,17.6,0,0,0,0,27.1,78.5,0.0,1001.9,65,6.2,117
2019-01-26T22:00:00Z,2019-01-26T21:00:00Z,PT60M,21.8,-106,0.0,17.8,0,0,0,0,27.1,77.6,0.0,1002.1,65,6.4,103
2019-01-26T23:00:00Z,2019-01-26T22:00:00Z,PT60M,22.6,-110,7.7,18.1,14,16,3,16,27.4,75.5,0.0,1002.8,65,6.7,90
2019-01-27T00:00:00Z,2019-01-26T23:00:00Z,PT60M,23.4,-114,47.9,18.4,84,36,9,93,27.7,73.4,0.0,1003.4,66,7.1,76
2019-01-27T01:00:00Z,2019-01-27T00:00:00Z,PT60M,24.1,-121,73.6,18.4,113,5,2,115,27.8,70.5,0.0,1003.6,65,7.6,63
2019-01-27T02:00:00Z,2019-01-27T01:00:00Z,PT60M,24.7,-130,75.4,18.2,155,4,3,158,27.7,67.0,0.0,1003.6,65,8.2,51
2019-01-27T03:00:00Z,2019-01-27T02:00:00Z,PT60M,25.3,-144,63.0,17.9,279,30,23,303,27.6,63.6,0.0,1003.5,64,8.9,41
2019-01-27T04:00:00Z,2019-01-27T03:00:00Z,PT60M,25.8,-165,18.3,17.7,350,462,379,730,27.4,61.3,0.0,1003.1,64,9.1,35
2019-01-27T05:00:00Z,2019-01-27T04:00:00Z,PT60M,26.0,171,57.4,17.6,275,134,111,386,27.2,59.9,0.0,1002.3,64,9.0,34
2019-01-27T06:00:00Z,2019-01-27T05:00:00Z,PT60M,26.2,149,44.4,17.5,362,134,100,462,26.9,58.7,0.0,1001.5,65,8.9,39
2019-01-27T07:00:00Z,2019-01-27T06:00:00Z,PT60M,26.0,133,9.2,17.4,190,672,445,634,26.7,59.4,0.0,1001.0,65,8.6,49
2019-01-27T08:00:00Z,2019-01-27T07:00:00Z,PT60M,25.2,123,2.6,17.5,113,742,373,486,26.5,62.1,0.0,1000.8,65,8.2,60
2019-01-27T09:00:00Z,2019-01-27T08:00:00Z,PT60M,24.5,116,36.4,17.5,125,143,50,175,26.3,64.9,0.0,1000.5,65,7.9,73
2019-01-27T10:00:00Z,2019-01-27T09:00:00Z,PT60M,24.1,111,25.2,17.8,24,25,4,28,26.2,67.8,0.0,1000.6,65,7.5,86
2019-01-27T11:00:00Z,2019-01-27T10:00:00Z,PT60M,24.1,107,0.0,18.4,0,0,0,0,26.3,70.7,0.0,1001.1,66,7.2,100
2019-01-27T12:00:00Z,2019-01-27T11:00:00Z,PT60M,24.0,104,0.0,19.0,0,0,0,0,26.4,73.7,0.0,1001.5,67,6.9,114
2019-01-27T13:00:00Z,2019-01-27T12:00:00Z,PT60M,23.6,103,0.0,19.0,0,0,0,0,26.4,75.2,0.0,1001.8,68,6.6,128
2019-01-27T14:00:00Z,2019-01-27T13:00:00Z,PT60M,22.9,102,0.0,18.2,0,0,0,0,26.3,75.0,0.0,1002.0,68,6.4,142
2019-01-27T15:00:00Z,2019-01-27T14:00:00Z,PT60M,22.2,104,0.0,17.5,0,0,0,0,26.1,74.9,0.0,1002.1,68,6.2,156
2019-01-27T16:00:00Z,2019-01-27T15:00:00Z,PT60M,21.8,121,0.0,17.1,0,0,0,0,26.1,75.0,0.0,1002.0,68,6.0,170
2019-01-27T17:00:00Z,2019-01-27T16:00:00Z,PT60M,21.6,-138,0.0,17.1,0,0,0,0,26.1,75.3,0.0,1001.8,68,5.7,173
2019-01-27T18:00:00Z,2019-01-27T17:00:00Z,PT60M,21.5,-105,0.0,17.0,0,0,0,0,26.1,75.6,0.0,1001.5,68,5.4,160
2019-01-27T19:00:00Z,2019-01-27T18:00:00Z,PT60M,21.4,-102,0.0,17.0,0,0,0,0,26.1,76.1,0.0,1001.3,67,5.3,146
2019-01-27T20:00:00Z,2019-01-27T19:00:00Z,PT60M,21.2,-102,0.0,17.0,0,0,0,0,26.0,76.8,0.0,1001.1,66,5.2,132
2019-01-27T21:00:00Z,2019-01-27T20:00:00Z,PT60M,21.0,-104,0.0,17.0,0,0,0,0,26.0,77.5,0.0,1000.9,65,5.1,117
2019-01-27T22:00:00Z,2019-01-27T21:00:00Z,PT60M,21.5,-106,0.0,17.3,0,0,0,0,26.2,77.0,0.0,1001.0,63,5.4,103
2019-01-27T23:00:00Z,2019-01-27T22:00:00Z,PT60M,22.6,-110,5.8,18.1,16,24,4,20,26.7,75.4,0.0,1001.4,61,5.9,90
2019-01-28T00:00:00Z,2019-01-27T23:00:00Z,PT60M,23.8,-114,37.8,18.8,108,63,16,124,27.1,73.9,0.0,1001.9,60,6.4,76
2019-01-28T01:00:00Z,2019-01-28T00:00:00Z,PT60M,24.5,-120,55.5,18.9,188,30,15,202,27.5,71.1,0.0,1002.2,61,7.0,63
2019-01-28T02:00:00Z,2019-01-28T01:00:00Z,PT60M,25.0,-130,40.0,18.4,324,112,70,394,27.8,67.0,0.0,1002.4,63,7.5,51
